,,counts,frequencies,CI
cyrl.ghe,г,18.0,0.29,"(0.18, 0.42)"
cyrl.io,ё,33.0,0.53,"(0.4, 0.66)"
cyrl.zhe,ж,11.0,0.18,"(0.09, 0.3)"
