,,counts,frequencies,CI
cyrl.de,д,4.0,0.06,"(0.02, 0.16)"
cyrl.pe,п,3.0,0.05,"(0.01, 0.13)"
cyrl.ya,я,55.0,0.89,"(0.78, 0.95)"
