,,counts,frequencies,CI
cyrl.de,д,4.0,0.06,"(0.02, 0.16)"
cyrl.ghe,г,5.0,0.08,"(0.03, 0.18)"
cyrl.io,ё,53.0,0.85,"(0.74, 0.93)"
