,,counts,frequencies,CI
cyrl.ka,к,2.0,0.03,"(0.0, 0.11)"
cyrl.pe,п,48.0,0.77,"(0.65, 0.87)"
cyrl.zhe,ж,12.0,0.19,"(0.1, 0.31)"
