,,counts,frequencies,CI
cyrl.a,а,35.0,0.56,"(0.43, 0.69)"
cyrl.ghe,г,20.0,0.32,"(0.21, 0.45)"
cyrl.ka,к,7.0,0.11,"(0.05, 0.22)"
