,,counts,frequencies,CI
cyrl.a,а,9.0,0.15,"(0.07, 0.26)"
cyrl.de,д,47.0,0.76,"(0.63, 0.86)"
cyrl.ya,я,6.0,0.1,"(0.04, 0.2)"
