,,counts,frequencies,CI
cyrl.de,д,6.0,0.1,"(0.04, 0.2)"
cyrl.ghe,г,4.0,0.06,"(0.02, 0.16)"
cyrl.zhe,ж,52.0,0.84,"(0.72, 0.92)"
