,,counts,frequencies,CI
cyrl.de,д,40.0,0.65,"(0.51, 0.76)"
cyrl.ka,к,14.0,0.23,"(0.13, 0.35)"
cyrl.ya,я,8.0,0.13,"(0.06, 0.24)"
