,,counts,frequencies,CI
deva.Ga,ग,36.0,0.57,"(0.44, 0.7)"
deva.Nna,ण,9.0,0.14,"(0.07, 0.25)"
deva.Pha,फ,18.0,0.29,"(0.18, 0.41)"
