,,counts,frequencies,CI
deva.Ga,ग,42.0,0.67,"(0.54, 0.78)"
deva.Pha,फ,19.0,0.3,"(0.19, 0.43)"
deva.Ya,य,2.0,0.03,"(0.0, 0.11)"
