,,counts,frequencies,CI
deva.La,ल,24.0,0.38,"(0.26, 0.51)"
deva.Nna,ण,20.0,0.32,"(0.21, 0.45)"
deva.Tha,थ,19.0,0.3,"(0.19, 0.43)"
