,,counts,frequencies,CI
deva.Ga,ग,48.0,0.76,"(0.64, 0.86)"
deva.Ka,क,6.0,0.1,"(0.04, 0.2)"
deva.La,ल,9.0,0.14,"(0.07, 0.25)"
