,,counts,frequencies,CI
deva.Pa,प,34.0,0.54,"(0.41, 0.67)"
deva.Tha,थ,24.0,0.38,"(0.26, 0.51)"
deva.Ya,य,5.0,0.08,"(0.03, 0.18)"
