,,counts,frequencies,CI
deva.Ga,ग,29.0,0.46,"(0.33, 0.59)"
deva.Pa,प,4.0,0.06,"(0.02, 0.15)"
deva.Tha,थ,30.0,0.48,"(0.35, 0.61)"
