,,counts,frequencies,CI
deva.Ka,क,31.0,0.49,"(0.36, 0.62)"
deva.Nna,ण,19.0,0.3,"(0.19, 0.43)"
deva.Ya,य,13.0,0.21,"(0.11, 0.33)"
