,,counts,frequencies,CI
deva.Ka,क,51.0,0.81,"(0.69, 0.9)"
deva.Pa,प,6.0,0.1,"(0.04, 0.2)"
deva.Ya,य,6.0,0.1,"(0.04, 0.2)"
