,,counts,frequencies,CI
deva.Ga,ग,18.0,0.29,"(0.18, 0.41)"
deva.Ka,क,41.0,0.65,"(0.52, 0.77)"
deva.Nna,ण,4.0,0.06,"(0.02, 0.15)"
