,,counts,frequencies,CI
deva.Ka,क,18.0,0.29,"(0.18, 0.41)"
deva.Nna,ण,26.0,0.41,"(0.29, 0.54)"
deva.Tha,थ,19.0,0.3,"(0.19, 0.43)"
