,,counts,frequencies,CI
deva.Ka,क,27.0,0.43,"(0.3, 0.56)"
deva.Pa,प,32.0,0.51,"(0.38, 0.64)"
deva.Pha,फ,4.0,0.06,"(0.02, 0.15)"
