,,counts,frequencies,CI
deva.Nna,ण,44.0,0.7,"(0.57, 0.81)"
deva.Tha,थ,16.0,0.25,"(0.15, 0.38)"
deva.Ya,य,3.0,0.05,"(0.01, 0.13)"
