,,counts,frequencies,CI
deva.Ga,ग,26.0,0.41,"(0.29, 0.54)"
deva.La,ल,30.0,0.48,"(0.35, 0.61)"
deva.Ya,य,7.0,0.11,"(0.05, 0.22)"
