,,counts,frequencies,CI
deva.Ka,क,30.0,0.48,"(0.35, 0.61)"
deva.Pa,प,17.0,0.27,"(0.17, 0.4)"
deva.Tha,थ,16.0,0.25,"(0.15, 0.38)"
