,,counts,frequencies,CI
deva.Nna,ण,36.0,0.57,"(0.44, 0.7)"
deva.Pa,प,4.0,0.06,"(0.02, 0.15)"
deva.Ya,य,23.0,0.37,"(0.25, 0.5)"
