,,counts,frequencies,CI
deva.Ga,ग,47.0,0.75,"(0.62, 0.85)"
deva.Tha,थ,13.0,0.21,"(0.11, 0.33)"
deva.Ya,य,3.0,0.05,"(0.01, 0.13)"
