,,counts,frequencies,CI
deva.La,ल,32.0,0.51,"(0.38, 0.64)"
deva.Nna,ण,26.0,0.41,"(0.29, 0.54)"
deva.Pha,फ,5.0,0.08,"(0.03, 0.18)"
