,,counts,frequencies,CI
deva.Ga,ग,4.0,0.09,"(0.02, 0.21)"
deva.Ha,ह,39.0,0.87,"(0.73, 0.95)"
deva.Pa,प,2.0,0.04,"(0.01, 0.15)"
