,,counts,frequencies,CI
deva.Ba,ब,9.0,0.2,"(0.1, 0.35)"
deva.I,इ,28.0,0.62,"(0.47, 0.76)"
deva.Pa,प,8.0,0.18,"(0.08, 0.32)"
