,,counts,frequencies,CI
deva.Ba,ब,7.0,0.12,"(0.05, 0.24)"
deva.Ha,ह,38.0,0.67,"(0.53, 0.79)"
deva.Pa,प,12.0,0.21,"(0.11, 0.34)"
