,,counts,frequencies,CI
deva.Dda,ड,3.0,0.07,"(0.01, 0.18)"
deva.I,इ,4.0,0.09,"(0.02, 0.21)"
deva.Sa,स,38.0,0.84,"(0.71, 0.94)"
