,,counts,frequencies,CI
deva.Ba,ब,13.0,0.29,"(0.16, 0.44)"
deva.Dda,ड,16.0,0.36,"(0.22, 0.51)"
deva.Ga,ग,16.0,0.36,"(0.22, 0.51)"
