,,counts,frequencies,CI
deva.I,इ,32.0,0.56,"(0.42, 0.69)"
deva.Na,न,15.0,0.26,"(0.16, 0.4)"
deva.Sa,स,10.0,0.18,"(0.09, 0.3)"
