,,counts,frequencies,CI
deva.Dda,ड,2.0,0.04,"(0.01, 0.15)"
deva.Ga,ग,40.0,0.89,"(0.76, 0.96)"
deva.I,इ,3.0,0.07,"(0.01, 0.18)"
