,,counts,frequencies,CI
deva.Ha,ह,3.0,0.05,"(0.01, 0.15)"
deva.I,इ,5.0,0.09,"(0.03, 0.19)"
deva.Na,न,49.0,0.86,"(0.74, 0.94)"
