,,counts,frequencies,CI
deva.Ba,ब,9.0,0.2,"(0.1, 0.35)"
deva.Ga,ग,20.0,0.44,"(0.3, 0.6)"
deva.Ha,ह,16.0,0.36,"(0.22, 0.51)"
