,,counts,frequencies,CI
deva.Dda,ड,8.0,0.14,"(0.06, 0.26)"
deva.Ha,ह,3.0,0.05,"(0.01, 0.15)"
deva.Sa,स,46.0,0.81,"(0.68, 0.9)"
