,,counts,frequencies,CI
deva.Ha,ह,25.0,0.56,"(0.4, 0.7)"
deva.Pa,प,11.0,0.24,"(0.13, 0.4)"
deva.Sa,स,9.0,0.2,"(0.1, 0.35)"
