,,counts,frequencies,CI
deva.Ba,ब,31.0,0.69,"(0.53, 0.82)"
deva.Ga,ग,9.0,0.2,"(0.1, 0.35)"
deva.Sa,स,5.0,0.11,"(0.04, 0.24)"
