,,counts,frequencies,CI
deva.Dda,ड,42.0,0.74,"(0.6, 0.84)"
deva.Ga,ग,13.0,0.23,"(0.13, 0.36)"
deva.Pa,प,2.0,0.04,"(0.0, 0.12)"
