,,counts,frequencies,CI
deva.Ba,ब,28.0,0.49,"(0.36, 0.63)"
deva.Na,न,24.0,0.42,"(0.29, 0.56)"
deva.Pa,प,5.0,0.09,"(0.03, 0.19)"
