,,counts,frequencies,CI
deva.Ba,ब,8.0,0.18,"(0.08, 0.32)"
deva.Dda,ड,18.0,0.4,"(0.26, 0.56)"
deva.Na,न,19.0,0.42,"(0.28, 0.58)"
