,,counts,frequencies,CI
deva.Dda,ड,35.0,0.78,"(0.63, 0.89)"
deva.Na,न,8.0,0.18,"(0.08, 0.32)"
deva.Pa,प,2.0,0.04,"(0.01, 0.15)"
