,,counts,frequencies,CI
deva.Dda,ड,1.0,0.02,"(0.0, 0.12)"
deva.I,इ,3.0,0.07,"(0.01, 0.18)"
deva.Pa,प,41.0,0.91,"(0.79, 0.98)"
