,,counts,frequencies,CI
deva.Dda,ड,35.0,0.61,"(0.48, 0.74)"
deva.Na,न,10.0,0.18,"(0.09, 0.3)"
deva.Sa,स,12.0,0.21,"(0.11, 0.34)"
