,,counts,frequencies,CI
deva.Ba,ब,11.0,0.24,"(0.13, 0.4)"
deva.Ga,ग,16.0,0.36,"(0.22, 0.51)"
deva.I,इ,18.0,0.4,"(0.26, 0.56)"
