,,counts,frequencies,CI
deva.I,इ,41.0,0.72,"(0.58, 0.83)"
deva.Pa,प,9.0,0.16,"(0.07, 0.28)"
deva.Sa,स,7.0,0.12,"(0.05, 0.24)"
