,,counts,frequencies,CI
deva.Dda,ड,2.0,0.04,"(0.01, 0.15)"
deva.Ha,ह,4.0,0.09,"(0.02, 0.21)"
deva.Pa,प,39.0,0.87,"(0.73, 0.95)"
