,,counts,frequencies,CI
deva.Ba,ब,15.0,0.26,"(0.16, 0.4)"
deva.I,इ,29.0,0.51,"(0.37, 0.64)"
deva.Sa,स,13.0,0.23,"(0.13, 0.36)"
