,,counts,frequencies,CI
deva.Ba,ब,30.0,0.53,"(0.39, 0.66)"
deva.Na,न,14.0,0.25,"(0.14, 0.38)"
deva.Sa,स,13.0,0.23,"(0.13, 0.36)"
