,,counts,frequencies,CI
deva.Ba,ब,39.0,0.68,"(0.55, 0.8)"
deva.Ga,ग,17.0,0.3,"(0.18, 0.43)"
deva.Pa,प,1.0,0.02,"(0.0, 0.09)"
