,,counts,frequencies,CI
deva.Ga,ग,8.0,0.14,"(0.06, 0.26)"
deva.I,इ,44.0,0.77,"(0.64, 0.87)"
deva.Pa,प,5.0,0.09,"(0.03, 0.19)"
