,,counts,frequencies,CI
deva.Ba,ब,41.0,0.91,"(0.79, 0.98)"
deva.Dda,ड,2.0,0.04,"(0.01, 0.15)"
deva.I,इ,2.0,0.04,"(0.01, 0.15)"
