,,counts,frequencies,CI
deva.Dda,ड,27.0,0.6,"(0.44, 0.74)"
deva.Ga,ग,14.0,0.31,"(0.18, 0.47)"
deva.Sa,स,4.0,0.09,"(0.02, 0.21)"
