,,counts,frequencies,CI
deva.Ga,ग,50.0,0.88,"(0.76, 0.95)"
deva.Ha,ह,3.0,0.05,"(0.01, 0.15)"
deva.I,इ,4.0,0.07,"(0.02, 0.17)"
