,,counts,frequencies,CI
cyrl.e,э,11.0,0.21,"(0.11, 0.34)"
cyrl.ie,е,2.0,0.04,"(0.0, 0.13)"
cyrl.o,о,40.0,0.75,"(0.62, 0.86)"
