,,counts,frequencies,CI
cyrl.ghe,г,9.0,0.17,"(0.08, 0.3)"
cyrl.ha,х,18.0,0.34,"(0.22, 0.48)"
cyrl.shcha,щ,26.0,0.49,"(0.35, 0.63)"
