,,counts,frequencies,CI
cyrl.pe,п,3.0,0.05,"(0.01, 0.13)"
cyrl.shcha,щ,47.0,0.76,"(0.63, 0.86)"
cyrl.te,т,12.0,0.19,"(0.1, 0.31)"
