,,counts,frequencies,CI
cyrl.e,э,34.0,0.64,"(0.5, 0.77)"
cyrl.ghe,г,12.0,0.23,"(0.12, 0.36)"
cyrl.ha,х,7.0,0.13,"(0.05, 0.25)"
