,,counts,frequencies,CI
cyrl.ghe,г,1.0,0.02,"(0.0, 0.1)"
cyrl.ie,е,33.0,0.62,"(0.48, 0.75)"
cyrl.shcha,щ,19.0,0.36,"(0.23, 0.5)"
