,,counts,frequencies,CI
cyrl.e,э,2.0,0.04,"(0.0, 0.13)"
cyrl.o,о,6.0,0.11,"(0.04, 0.23)"
cyrl.pe,п,45.0,0.85,"(0.72, 0.93)"
