,,counts,frequencies,CI
cyrl.e,э,6.0,0.1,"(0.04, 0.2)"
cyrl.o,о,5.0,0.08,"(0.03, 0.18)"
cyrl.te,т,51.0,0.82,"(0.7, 0.91)"
