,,counts,frequencies,CI
cyrl.ghe,г,5.0,0.09,"(0.03, 0.21)"
cyrl.ha,х,10.0,0.19,"(0.09, 0.32)"
cyrl.o,о,38.0,0.72,"(0.58, 0.83)"
