,,counts,frequencies,CI
cyrl.e,э,4.0,0.06,"(0.02, 0.16)"
cyrl.ie,е,2.0,0.03,"(0.0, 0.11)"
cyrl.te,т,56.0,0.9,"(0.8, 0.96)"
