,,counts,frequencies,CI
cyrl.ghe,г,6.0,0.11,"(0.04, 0.23)"
cyrl.ha,х,12.0,0.23,"(0.12, 0.36)"
cyrl.ie,е,35.0,0.66,"(0.52, 0.78)"
