,,counts,frequencies,CI
cyrl.ha,х,21.0,0.4,"(0.26, 0.54)"
cyrl.pe,п,7.0,0.13,"(0.05, 0.25)"
cyrl.shcha,щ,25.0,0.47,"(0.33, 0.61)"
